Ligand gene symbol	Ligand HGNC ID	Ligand location	Receptor gene symbol	Receptor HGNC ID	PMID support
L1CAM	HGNC:6470	plasma membrane; secreted	ERBB3	HGNC:3431	22815787
L1CAM	HGNC:6470	plasma membrane; secreted	ITGA5	HGNC:6141	10871287
L1CAM	HGNC:6470	plasma membrane; secreted	ITGAV	HGNC:6150	10871287
L1CAM	HGNC:6470	plasma membrane; secreted	PTPRZ1	HGNC:9685	9117260
LACRT	HGNC:16430	secreted	SDC1	HGNC:10658	16982797
LAMA1	HGNC:6481	secreted	ITGA1	HGNC:6134	9688542
LAMA1	HGNC:6481	secreted	ITGA2	HGNC:6137	9688542
LAMA1	HGNC:6481	secreted	ITGA7	HGNC:6143	11278916
LAMA1	HGNC:6481	secreted	ITGB1	HGNC:6153	"11278916, 9688542"
LAMA1	HGNC:6481	secreted	ITGB8	HGNC:6163	7542940
LAMA1	HGNC:6481	secreted	RPSA	HGNC:6502	2970671
LAMA2	HGNC:6482	secreted	DAG1	HGNC:2666	30530204
LAMA2	HGNC:6482	secreted	ITGA7	HGNC:6143	11278916
LAMA2	HGNC:6482	secreted	ITGB1	HGNC:6153	11278916
LAMA2	HGNC:6482	secreted	RPSA	HGNC:6502	"2970671, 11054877"
LAMA3	HGNC:6483	secreted	SDC2	HGNC:10659	11373281
LAMA5	HGNC:6485	secreted	BCAM	HGNC:6722	"12244066, 11133776"
LAMB1	HGNC:6486	secreted	ITGA6	HGNC:6142	10842354
LAMB1	HGNC:6486	secreted	ITGB1	HGNC:6153	10842354
LAMB2	HGNC:6487	secreted	RPSA	HGNC:6502	2970671
LAMC2	HGNC:6493	secreted	ITGA3	HGNC:6139	10842354
LAMC2	HGNC:6493	secreted	ITGA6	HGNC:6142	10842354
LAMC2	HGNC:6493	secreted	ITGB1	HGNC:6153	10842354
LAMC2	HGNC:6493	secreted	ITGB4	HGNC:6158	10842354
LCN1	HGNC:6525	secreted	LMBR1L	HGNC:18268	11287427
LCN2	HGNC:6526	secreted	LRP2	HGNC:6694	15670845
LEAP2	HGNC:29571	secreted	GHSR	HGNC:4267	29233536
LEFTY2	HGNC:3122	secreted	ACVR2B	HGNC:174	11952836
LEP	HGNC:6553	secreted	LEPR	HGNC:6554	"9463481, 8608603"
LGALS1	HGNC:6561	secreted	CD69	HGNC:1694	24752896
LGALS1	HGNC:6561	secreted	ITGB1	HGNC:6153	14550305
LGALS1	HGNC:6561	secreted	PTPRC	HGNC:9666	10369126
LGALS3	HGNC:6563	secreted	LAG3	HGNC:6476	25691328
LGALS3BP	HGNC:6564	secreted	ITGB1	HGNC:6153	9501082
LGALS9	HGNC:6570	secreted	CD44	HGNC:1681	25065622
LGALS9	HGNC:6570	secreted	HAVCR2	HGNC:18437	27192565
LGI1	HGNC:6572	secreted	ADAM11	HGNC:189	18974846
LGI1	HGNC:6572	secreted	ADAM22	HGNC:201	18974846
LGI1	HGNC:6572	secreted	ADAM23	HGNC:202	18974846
LGI1	HGNC:6572	secreted	RTN4R	HGNC:18601	20463223
LGI2	HGNC:18710	secreted	ADAM11	HGNC:189	20220021
LGI2	HGNC:18710	secreted	ADAM22	HGNC:201	21829378
LGI2	HGNC:18710	secreted	ADAM23	HGNC:202	21829378
LGI3	HGNC:18711	secreted	ADAM22	HGNC:201	20220021
LGI3	HGNC:18711	secreted	ADAM23	HGNC:202	"22405860, 20220021"
LGI3	HGNC:18711	secreted	FLOT1	HGNC:3757	20461023
LGI3	HGNC:18711	secreted	STX1A	HGNC:11433	18760330
LGI4	HGNC:18712	secreted	ADAM11	HGNC:189	"20220021, 18974846"
LGI4	HGNC:18712	secreted	ADAM22	HGNC:201	"20220021, 18974846"
LGI4	HGNC:18712	secreted	ADAM23	HGNC:202	"20220021, 18974846"
LHB	HGNC:6584	secreted	LHCGR	HGNC:6585	"3470775, 12727981, 1922095, 3470775"
LIF	HGNC:6596	secreted	IL6ST	HGNC:6021	"9716487, 12707269"
LIF	HGNC:6596	secreted	LIFR	HGNC:6597	"9716487, 12601009, 16051226"
LILRB4	HGNC:6608	plasma membrane	LAIR1	HGNC:6477	19283782
LIN7C	HGNC:17789	secreted	HTR2C	HGNC:5295	12006486
LIPC	HGNC:6619	secreted	LRP1	HGNC:6692	7721852
LIPH	HGNC:18483	secreted	LPAR1	HGNC:3166	10908309
LIPH	HGNC:18483	secreted	LPAR2	HGNC:3168	9525886
LIPH	HGNC:18483	secreted	LPAR4	HGNC:4478	12724320
LPA	HGNC:6667	secreted	LRP2	HGNC:6694	10073957
LPL	HGNC:6677	secreted	GPIHBP1	HGNC:24945	17403372
LPL	HGNC:6677	secreted	LRP1	HGNC:6692	"1281473, 7510694, 7989348"
LPL	HGNC:6677	secreted	LRP2	HGNC:6694	7686151
LPL	HGNC:6677	secreted	SDC1	HGNC:10658	9294130
LPL	HGNC:6677	secreted	VLDLR	HGNC:12698	7592875
LRFN3	HGNC:28370	plasma membrane	LRFN3	HGNC:28370	18227064
LRFN5	HGNC:20360	secreted	LRFN5	HGNC:20360	18227064
LRPAP1	HGNC:6701	plasma membrane	LDLR	HGNC:6547	7822276
LRPAP1	HGNC:6701	plasma membrane	LRP1	HGNC:6692	"14596620, 10747918, 1374383, 1718973"
LRPAP1	HGNC:6701	plasma membrane	LRP2	HGNC:6694	7512726
LRPAP1	HGNC:6701	plasma membrane	LRP8	HGNC:6700	12899622
LRPAP1	HGNC:6701	plasma membrane	SORL1	HGNC:11185	"11557679, 8940146"
LRPAP1	HGNC:6701	plasma membrane	SORT1	HGNC:11186	9013611
LRPAP1	HGNC:6701	plasma membrane	VLDLR	HGNC:12698	"7592875, 10571241"
LRRC4B	HGNC:25042	secreted	PTPRD	HGNC:9668	23345436
LRRC4B	HGNC:25042	secreted	PTPRF	HGNC:9670	"23345436, 19252495"
LRRC4B	HGNC:25042	secreted	PTPRS	HGNC:9681	23345436
LTA	HGNC:6709	secreted	LTBR	HGNC:6718	8171323
LTA	HGNC:6709	secreted	TNFRSF14	HGNC:11912	"9153189, 9462508"
LTA	HGNC:6709	secreted	TNFRSF1A	HGNC:11916	8387891
LTA	HGNC:6709	secreted	TNFRSF1B	HGNC:11917	"9552007, 8123048, 2160731"
LTB	HGNC:6711	plasma membrane	CD40	HGNC:11919	7916655
LTB	HGNC:6711	plasma membrane	LTBR	HGNC:6718	"7995952, 7916655"
LTB	HGNC:6711	plasma membrane	TNFRSF1A	HGNC:11916	7995952
LTBP1	HGNC:6714	secreted	ITGB5	HGNC:6160	12358597
LTBP3	HGNC:6716	secreted	ITGB5	HGNC:6160	12358597
LTF	HGNC:6720	secreted	LRP1	HGNC:6692	"15178744, 1464627"
LTF	HGNC:6720	secreted	LRP11	HGNC:16936	1464627
LY86	HGNC:16837	secreted	CD180	HGNC:6726	"9763566, 9686597"
LY9	HGNC:6730	plasma membrane	LY9	HGNC:6730	15905546
MADCAM1	HGNC:6765	plasma membrane	CD44	HGNC:1681	2474557
MADCAM1	HGNC:6765	plasma membrane	ITGA4	HGNC:6140	"8600538, 10702270, 9873398"
MADCAM1	HGNC:6765	plasma membrane	ITGB7	HGNC:6162	"8600538, 9233649"
MATN1	HGNC:6907	secreted	ITGA1	HGNC:6134	10196235
MATN1	HGNC:6907	secreted	ITGB1	HGNC:6153	10196235
MBL2	HGNC:6922	secreted	CD93	HGNC:15855	9476117
MCAM	HGNC:6934	plasma membrane	MCAM	HGNC:6934	17982057
MDK	HGNC:6972	secreted	ALK	HGNC:427	"12122009, 12122009"
MDK	HGNC:6972	secreted	ITGA4	HGNC:6140	15466886
MDK	HGNC:6972	secreted	ITGA6	HGNC:6142	15466886
MDK	HGNC:6972	secreted	ITGB1	HGNC:6153	15466886
MDK	HGNC:6972	secreted	LRP1	HGNC:6692	10772929
MDK	HGNC:6972	secreted	NOTCH2	HGNC:7882	18469519
MDK	HGNC:6972	secreted	PTPRZ1	HGNC:9685	10212223
MDK	HGNC:6972	secreted	SDC1	HGNC:10658	9089390
MDK	HGNC:6972	secreted	SDC3	HGNC:10660	9089390
MDK	HGNC:6972	secreted	SDC4	HGNC:10661	8621465
MDK	HGNC:6972	secreted	TSPAN1	HGNC:20657	18851943
MELTF	HGNC:7037	plasma membrane	PLG	HGNC:9071	15936756
MEPE	HGNC:13361	secreted	PHEX	HGNC:8918	15664000
MFGE8	HGNC:7036	secreted	ITGAV	HGNC:6150	24441829
MFGE8	HGNC:7036	secreted	ITGB3	HGNC:6156	24441829
MFGE8	HGNC:7036	secreted	PDGFRB	HGNC:8804	21868707
MFNG	HGNC:7038	secreted	NOTCH1	HGNC:7881	"10935626, 12486116"
MFNG	HGNC:7038	secreted	NOTCH2	HGNC:7882	11346656
MIA	HGNC:7076	secreted	CDH7	HGNC:1766	19200257
MICA	HGNC:7090	plasma membrane; secreted	KLRK1	HGNC:18788	"26041808, 10426993"
MICB	HGNC:7091	plasma membrane; secreted	KLRK1	HGNC:18788	"26041808, 19329438"
MIF	HGNC:7097	secreted	CD74	HGNC:1697	"12782713, 26039541"
MIF	HGNC:7097	secreted	CXCR2	HGNC:6027	17435771
MIF	HGNC:7097	secreted	CXCR4	HGNC:2561	17435771
MLN	HGNC:7141	secreted	MLNR	HGNC:4495	"10381885, 15677347, 11461914, 11781320, 16531413, 11259768, 10381885, 11461914, 12054506"
MMP1	HGNC:7155	secreted	ITGA2	HGNC:6137	"11359774, 11359786"
MMP12	HGNC:7158	secreted	PLAUR	HGNC:9053	12195704
MMP13	HGNC:7159	secreted	LRP1	HGNC:6692	"10514495, 10514495"
MMP2	HGNC:7166	secreted	SDC2	HGNC:10659	17623663
MMP7	HGNC:7174	secreted	CD151	HGNC:1630	16200075
MMP7	HGNC:7174	secreted	CD44	HGNC:1681	11825873
MMP7	HGNC:7174	secreted	ERBB4	HGNC:3432	17638887
MMP9	HGNC:7176	secreted	CD44	HGNC:1681	"10652271, 17912438"
MMP9	HGNC:7176	secreted	EPHB2	HGNC:3393	18713744
MMP9	HGNC:7176	secreted	LRP1	HGNC:6692	11279011
MMRN2	HGNC:19888	secreted	CD248	HGNC:18219	28671670
MMRN2	HGNC:19888	secreted	CD93	HGNC:15855	28671670
MMRN2	HGNC:19888	secreted	CLEC14A	HGNC:19832	28671670
MRC1	HGNC:7228	plasma membrane	PTPRC	HGNC:9666	"27601670, 10575006"
MSMP	HGNC:29663	secreted	CCR2	HGNC:1603	28698550
MST1	HGNC:7380	secreted	MST1R	HGNC:7381	"8062829, 9045873"
MSTN	HGNC:4223	secreted	ACVR2B	HGNC:174	11459935
MUC1	HGNC:7508	secreted	SIGLEC9	HGNC:10878	27595232
MUC2	HGNC:7512	secreted	AGR2	HGNC:328	19359471
MUC7	HGNC:7518	secreted	SELL	HGNC:10720	9538010
MYL9	HGNC:15754	secreted	CD69	HGNC:1694	28783682
MYOC	HGNC:7610	secreted	FZD1	HGNC:4038	19188438
MYOC	HGNC:7610	secreted	FZD10	HGNC:4039	19188438
MYOC	HGNC:7610	secreted	FZD3	HGNC:4041	19188438
MYOC	HGNC:7610	secreted	FZD4	HGNC:4042	19188438
MYOC	HGNC:7610	secreted	FZD7	HGNC:4045	19188438
NAMPT	HGNC:30092	secreted	INSR	HGNC:6091	15604363
NCAM1	HGNC:7656	plasma membrane	FGFR1	HGNC:3688	12121226
NCAM1	HGNC:7656	plasma membrane	GFRA1	HGNC:4243	12837245
NCAM1	HGNC:7656	plasma membrane	PTPRZ1	HGNC:9685	9117260
NCAM1	HGNC:7656	plasma membrane	ROBO1	HGNC:10249	16226035
NCAM1	HGNC:7656	plasma membrane	ROBO3	HGNC:13433	16226035
NCR3LG1	HGNC:42400	plasma membrane	NCR3	HGNC:19077	19528259
NDP	HGNC:7678	secreted	FZD4	HGNC:4042	15035989
NDP	HGNC:7678	secreted	LGR4	HGNC:13299	23444378
NECTIN1	HGNC:9706	plasma membrane; secreted	CADM3	HGNC:17601	15741237
NECTIN1	HGNC:9706	plasma membrane	CD96	HGNC:16892	"30759143, 17971293"
NECTIN1	HGNC:9706	plasma membrane; secreted	NECTIN1	HGNC:9706	11544254
NECTIN1	HGNC:9706	plasma membrane; secreted	NECTIN3	HGNC:17664	"12740392, 11544254"
NECTIN1	HGNC:9706	plasma membrane; secreted	NECTIN4	HGNC:19688	11544254
NECTIN2	HGNC:9707	plasma membrane	CD226	HGNC:16961	15607800
NECTIN2	HGNC:9707	plasma membrane	CD96	HGNC:16892	30888046
NECTIN2	HGNC:9707	plasma membrane	NECTIN2	HGNC:9707	11544254
NECTIN2	HGNC:9707	plasma membrane	NECTIN3	HGNC:17664	"12011057, 11544254"
NECTIN2	HGNC:9707	plasma membrane	PVRIG	HGNC:32190	"26755705, 30659054"
NECTIN2	HGNC:9707	plasma membrane	TIGIT	HGNC:26838	19815499
NECTIN3	HGNC:17664	plasma membrane	CADM1	HGNC:5951	22703826
NECTIN3	HGNC:17664	plasma membrane	CADM3	HGNC:17601	15741237
NECTIN3	HGNC:17664	plasma membrane	NECTIN2	HGNC:9707	"12011057, 11544254"
NECTIN3	HGNC:17664	plasma membrane	NECTIN3	HGNC:17664	11544254
NECTIN3	HGNC:17664	plasma membrane	PVR	HGNC:9705	"12011057, 11544254"
NECTIN4	HGNC:19688	plasma membrane; secreted	NECTIN4	HGNC:19688	11544254
NECTIN4	HGNC:19688	plasma membrane; secreted	TIGIT	HGNC:26838	32503945
NELL2	HGNC:7751	secreted	ROBO3	HGNC:13433	26586761
NGF	HGNC:7808	secreted	NGFR	HGNC:7809	"11114882, 14985763"
NGF	HGNC:7808	secreted	NTRK1	HGNC:8031	"10490030, 10490030, 14985763"
NGF	HGNC:7808	secreted	SORCS3	HGNC:16699	15710408
NGF	HGNC:7808	secreted	SORT1	HGNC:11186	"14985763, 14985763"
NID1	HGNC:7821	secreted	COL13A1	HGNC:2190	11956183
NID1	HGNC:7821	secreted	ITGAV	HGNC:6150	9686320
NID1	HGNC:7821	secreted	ITGB3	HGNC:6156	"8831898, 9686320"
NID1	HGNC:7821	secreted	PTPRF	HGNC:9670	9647658
NID2	HGNC:13389	secreted	COL13A1	HGNC:2190	11956183
NLGN1	HGNC:14291	plasma membrane	NRXN1	HGNC:8008	"8576240, 8576240, 14522992"
NLGN1	HGNC:14291	plasma membrane	NRXN2	HGNC:8009	7736595
NLGN1	HGNC:14291	plasma membrane	NRXN3	HGNC:8010	8576240
NLGN2	HGNC:14290	plasma membrane	NRXN1	HGNC:8008	"8576240, 8576240"
NLGN2	HGNC:14290	plasma membrane	NRXN2	HGNC:8009	8576240
NLGN2	HGNC:14290	plasma membrane	NRXN3	HGNC:8010	8576240
NLGN3	HGNC:14289	plasma membrane	NRXN1	HGNC:8008	"8576240, 8576240, 9325340"
NLGN3	HGNC:14289	plasma membrane	NRXN2	HGNC:8009	"8576240, 8576240"
NLGN3	HGNC:14289	plasma membrane	NRXN3	HGNC:8010	"8576240, 8576240"
NLGN4X	HGNC:14287	plasma membrane	NRXN1	HGNC:8008	20543817
NMB	HGNC:7842	secreted	BRS3	HGNC:1113	9920658
NMB	HGNC:7842	secreted	GRPR	HGNC:4609	"1720612, 10454496, 7838118, 21729729, 19463875"
NMB	HGNC:7842	secreted	NMBR	HGNC:7843	"15169928, 10454496, 7838118, 10544247, 8253343, 8392057"
NMS	HGNC:32203	secreted	NMUR1	HGNC:4518	"15635449, 15635449, 15635449"
NMS	HGNC:32203	secreted	NMUR2	HGNC:16454	"15635449, 15635449"
NMU	HGNC:7859	secreted	NMUR1	HGNC:4518	"10894543, 15292653, 10894543, 10899166, 15331768, 10811630"
NMU	HGNC:7859	secreted	NMUR2	HGNC:16454	"10894543, 15292653, 10894543, 10899166, 15331768, 10894543, 10899166, 10887190"
NODAL	HGNC:7865	secreted	ACVR1B	HGNC:172	11952836
NODAL	HGNC:7865	secreted	ACVR1C	HGNC:18123	12606401
NODAL	HGNC:7865	secreted	ACVR2A	HGNC:173	11952836
NODAL	HGNC:7865	secreted	ACVR2B	HGNC:174	11952836
NODAL	HGNC:7865	secreted	CFC1	HGNC:18292	28126904
NODAL	HGNC:7865	secreted	TDGF1	HGNC:11701	28126904
NPB	HGNC:30099	secreted	NPBWR1	HGNC:4522	"12401809, 12401809, 12118011, 12401809, 12118011"
NPB	HGNC:30099	secreted	NPBWR2	HGNC:4530	"12401809, 12401809"
NPFF	HGNC:7901	secreted	NPFFR1	HGNC:17425	"11024015, 12242085, 17011599, 12421602, 11024015"
NPFF	HGNC:7901	secreted	NPFFR2	HGNC:4525	"11024015, 12421602, 11325787, 10851242, 12609745"
NPNT	HGNC:27405	secreted	ITGA8	HGNC:6144	"11470831, 11470831"
NPNT	HGNC:27405	secreted	ITGB1	HGNC:6153	11470831
NPPA	HGNC:7939	secreted	NPR1	HGNC:7943	"15911069, 8700153, 12547834"
NPPA	HGNC:7939	secreted	NPR2	HGNC:7944	"1672777, 1660465, 1309330"
NPPA	HGNC:7939	secreted	NPR3	HGNC:7945	"2169733, 2169733"
NPPB	HGNC:7940	secreted	NPR1	HGNC:7943	"8700153, 7901875, 1309330"
NPPB	HGNC:7940	secreted	NPR2	HGNC:7944	2570358
NPPB	HGNC:7940	secreted	NPR3	HGNC:7945	"1309330, 1309330, 7901875"
NPPC	HGNC:7941	secreted	NPR2	HGNC:7944	"11952095, 1309330, 12709393"
NPPC	HGNC:7941	secreted	NPR3	HGNC:7945	"11533490, 1309330"
NPS	HGNC:33940	secreted	NPSR1	HGNC:23631	"15312648, 15312648"
NPVF	HGNC:13782	secreted	NPFFR1	HGNC:17425	"11024015, 12242085, 12421602, 17337079"
NPVF	HGNC:13782	secreted	NPFFR2	HGNC:4525	"12242085, 12421602"
NPW	HGNC:30509	secreted	NPBWR1	HGNC:4522	"12130646, 12130646, 12401809, 12130646"
NPW	HGNC:30509	secreted	NPBWR2	HGNC:4530	"12130646, 12401809, 12719537, 12130646"
NPY	HGNC:7955	secreted	FAP	HGNC:3590	21314817
NPY	HGNC:7955	secreted	NPFFR2	HGNC:4525	12609745
NPY	HGNC:7955	secreted	NPY1R	HGNC:7956	"9549761, 12007534, 7559383, 9001438"
NPY	HGNC:7955	secreted	NPY2R	HGNC:7957	"9549761, 8632753, 7592910, 9001438, 7559383, 12007534"
NPY	HGNC:7955	secreted	NPY4R	HGNC:9329	"7592911, 7493937, 7493937"
NPY	HGNC:7955	secreted	NPY5R	HGNC:7958	"12417094, 8824284, 12007534"
NPY	HGNC:7955	secreted	PRLHR	HGNC:4464	15885496
NRG1	HGNC:7997	plasma membrane; secreted	ERBB2	HGNC:3430	"1350381, 7514177"
NRG1	HGNC:7997	plasma membrane; secreted	ERBB3	HGNC:3431	"7514177, 7592681, 11555649, 9565587, 8702572"
NRG1	HGNC:7997	plasma membrane; secreted	ERBB4	HGNC:3432	"8062828, 10537356, 7721889, 9565587"
NRG2	HGNC:7998	secreted	ERBB3	HGNC:3431	"9168115, 9168115, 9168114"
NRG2	HGNC:7998	secreted	ERBB4	HGNC:3432	"9168115, 9168115, 9168114"
NRG3	HGNC:7999	plasma membrane	ERBB4	HGNC:3432	"9275162, 9275162"
NRG4	HGNC:29862	secreted	ERBB4	HGNC:3432	10348342
NRTN	HGNC:8007	secreted	GFRA1	HGNC:4243	"9182803, 9407096"
NRTN	HGNC:8007	secreted	GFRA2	HGNC:4244	"9182803, 10829012"
NRTN	HGNC:8007	secreted	RET	HGNC:9967	"9182803, 9192898"
NTF3	HGNC:8023	secreted	NGFR	HGNC:7809	27434667
NTF3	HGNC:8023	secreted	NTRK1	HGNC:8031	17439940
NTF3	HGNC:8023	secreted	NTRK2	HGNC:8032	8621424
NTF3	HGNC:8023	secreted	NTRK3	HGNC:8033	"7679912, 9488719, 9973222"
NTF4	HGNC:8024	secreted	BEX3	HGNC:13388	7679912
NTF4	HGNC:8024	secreted	NGFR	HGNC:7809	7541633
NTF4	HGNC:8024	secreted	NTRK1	HGNC:8031	11114882
NTF4	HGNC:8024	secreted	NTRK2	HGNC:8032	"7679912, 11855816"
NTN1	HGNC:8029	secreted	ADORA2B	HGNC:264	11048721
NTN1	HGNC:8029	secreted	DCC	HGNC:2701	"8861902, 10399920, 9950216, 12810718"
NTN1	HGNC:8029	secreted	MCAM	HGNC:6934	25656845
NTN1	HGNC:8029	secreted	NEO1	HGNC:7754	"8861902, 12636918"
NTN1	HGNC:8029	secreted	UNC5A	HGNC:12567	9126742
NTN1	HGNC:8029	secreted	UNC5B	HGNC:12568	9126742
NTN1	HGNC:8029	secreted	UNC5C	HGNC:12569	"12810718, 10399920, 12810718"
NTN1	HGNC:8029	secreted	UNC5D	HGNC:18634	9126742
NTN3	HGNC:8030	secreted	CDON	HGNC:17104	15520228
NTN3	HGNC:8030	secreted	NEO1	HGNC:7754	"15520228, 10366627"
NTN4	HGNC:13658	secreted	DCC	HGNC:2701	17174565
NTN4	HGNC:13658	secreted	UNC5A	HGNC:12567	17174565
NTNG1	HGNC:23319	secreted	LRRC4C	HGNC:29317	"14595443, 14595443"
NTNG2	HGNC:14288	secreted	LRRC4	HGNC:15586	17973922
NTRK3	HGNC:8033	plasma membrane	PTPRD	HGNC:9668	23345436
NTRK3	HGNC:8033	plasma membrane	PTPRF	HGNC:9670	23345436
NTRK3	HGNC:8033	plasma membrane	PTPRS	HGNC:9681	23345436
NTS	HGNC:8038	secreted	NTSR1	HGNC:8039	"1331689, 1694443, 11811984, 11723247, 10930533, 11559354, 16087676"
NTS	HGNC:8038	secreted	NTSR2	HGNC:8040	"9851594, 11723247, 11801734, 16087676"
NTS	HGNC:8038	secreted	SORT1	HGNC:11186	"9756851, 16087676"
NXPH1	HGNC:20693	secreted	NRXN1	HGNC:8008	"9856994, 8699246, 9856994"
NXPH1	HGNC:20693	secreted	NRXN2	HGNC:8009	9856994
NXPH1	HGNC:20693	secreted	NRXN3	HGNC:8010	9856994
NXPH2	HGNC:8076	secreted	NRXN1	HGNC:8008	8699246
NXPH3	HGNC:8077	secreted	NRXN1	HGNC:8008	"9856994, 9856994"
NXPH3	HGNC:8077	secreted	NRXN2	HGNC:8009	9856994
NXPH3	HGNC:8077	secreted	NRXN3	HGNC:8010	9856994
OMG	HGNC:8135	plasma membrane	LINGO1	HGNC:21205	14966521
OMG	HGNC:8135	plasma membrane	RTN4R	HGNC:18601	12068310
OMG	HGNC:8135	plasma membrane	RTN4RL1	HGNC:21329	12068310
OMG	HGNC:8135	plasma membrane	TNFRSF1B	HGNC:11917	14966521
ORM1	HGNC:8498	secreted	CCR5	HGNC:1606	11336643
OSM	HGNC:8506	secreted	IL6ST	HGNC:6021	"10854424, 8999038, 8999038, 16051226"
OSM	HGNC:8506	secreted	LIFR	HGNC:6597	"10854424, 1542794, 1536831, 16051226"
OSM	HGNC:8506	secreted	OSMR	HGNC:8507	"8999038, 10997905, 8999038"
OSTN	HGNC:29961	secreted	NPR3	HGNC:7945	17951249
OXT	HGNC:8528	secreted	AVPR1A	HGNC:895	"8106369, 9884074, 9334232, 9322919, 9459574, 9264324, 10519430, 12660315"
OXT	HGNC:8528	secreted	AVPR1B	HGNC:896	"9884074, 9322919, 9459574, 9264324, 16158071"
OXT	HGNC:8528	secreted	AVPR2	HGNC:897	"9884074, 9322919, 9459574, 9264324, 7774575, 12660315"
OXT	HGNC:8528	secreted	OXTR	HGNC:8529	"1313946, 10519430, 7774575, 12660315, 16158071, 7475979, 8955347, 10698266"
PCNA	HGNC:8729	secreted	NCR2	HGNC:6732	22021614
PCSK9	HGNC:20001	secreted	VLDLR	HGNC:12698	17452316
PDCD1LG2	HGNC:18731	plasma membrane; secreted	PDCD1	HGNC:8760	12810690
PDCD1LG2	HGNC:18731	plasma membrane; secreted	RGMB	HGNC:26896	24752301
PDGFA	HGNC:8799	secreted	PDGFRA	HGNC:8803	"15207811, 2544881"
PDGFB	HGNC:8800	secreted	ART1	HGNC:723	11498506
PDGFB	HGNC:8800	secreted	LRP1	HGNC:6692	11854294
PDGFB	HGNC:8800	secreted	PDGFRA	HGNC:8803	"15207811, 2544881"
PDGFB	HGNC:8800	secreted	PDGFRB	HGNC:8804	"2850496, 11903042"
PDGFC	HGNC:8801	secreted	PDGFRA	HGNC:8803	"10806482, 11297552, 10806482, 11342471"
PDGFC	HGNC:8801	secreted	PDGFRB	HGNC:8804	19795151
PDGFD	HGNC:30620	secreted	PDGFRB	HGNC:8804	"15207811, 14514732"
PDPN	HGNC:29602	plasma membrane	CLEC1B	HGNC:24356	29853539
PDYN	HGNC:8820	secreted	OPRD1	HGNC:8153	9686407
PDYN	HGNC:8820	secreted	OPRK1	HGNC:8154	"8170987, 7869844, 7624359, 9686407, 9262330, 1967312"
PDYN	HGNC:8820	secreted	OPRM1	HGNC:8156	9686407
PECAM1	HGNC:8823	plasma membrane	CD38	HGNC:1667	"9551996, 26407101"
PENK	HGNC:8831	secreted	MRGPRX1	HGNC:17962	"15163697, 11850634, 23396314"
PENK	HGNC:8831	secreted	OGFR	HGNC:15768	16820893
PENK	HGNC:8831	secreted	OPRD1	HGNC:8153	9686407
PENK	HGNC:8831	secreted	OPRM1	HGNC:8156	9686407
PF4	HGNC:8861	secreted	CXCR3	HGNC:4540	12782716
PF4	HGNC:8861	secreted	FGFR2	HGNC:3689	9558385
PF4	HGNC:8861	secreted	LDLR	HGNC:6547	"11986215, 11986215"
PF4	HGNC:8861	secreted	PROCR	HGNC:9452	9395524
PF4	HGNC:8861	secreted	SDC2	HGNC:10659	7524669
PF4	HGNC:8861	secreted	THBD	HGNC:11784	"9395524, 9395524"
PF4V1	HGNC:8862	secreted	CXCR3	HGNC:4540	28859966
PGF	HGNC:8893	secreted	FLT1	HGNC:3763	"9452434, 14684734"
PGF	HGNC:8893	secreted	NRP1	HGNC:8004	"11986311, 11986311"
PGF	HGNC:8893	secreted	NRP2	HGNC:8005	10748121
PGLYRP1	HGNC:8904	secreted	TREM1	HGNC:17760	25595774
PIP	HGNC:8993	secreted	CD4	HGNC:1678	10820003
PLA2G10	HGNC:9029	secreted	PLA2R1	HGNC:9042	"11019817, 10922494"
PLA2G2A	HGNC:9031	secreted	ITGA4	HGNC:6140	25398877
PLA2G2A	HGNC:9031	secreted	ITGA5	HGNC:6141	25398877
PLA2G2A	HGNC:9031	secreted	ITGAV	HGNC:6150	25398877
PLA2G2A	HGNC:9031	secreted	ITGB1	HGNC:6153	25398877
PLA2G2A	HGNC:9031	secreted	ITGB3	HGNC:6156	25398877
PLAT	HGNC:9051	secreted	LRP1	HGNC:6692	"11560943, 10632583, 1502153"
PLAU	HGNC:9052	secreted	IGF2R	HGNC:5467	9566979
PLAU	HGNC:9052	secreted	LRP1	HGNC:6692	11560943
PLAU	HGNC:9052	secreted	LRP2	HGNC:6694	8344937
PLAU	HGNC:9052	secreted	PLAUR	HGNC:9053	"16456079, 3031025, 11501527, 3023326"
PLAU	HGNC:9052	secreted	ST14	HGNC:11344	10962009
PLG	HGNC:9071	secreted	F2R	HGNC:3537	10978167
PLG	HGNC:9071	secreted	F2RL1	HGNC:3538	"12604689, 10978167, 9020112"
PLG	HGNC:9071	secreted	F3	HGNC:3541	9490681
PLG	HGNC:9071	secreted	ITGA9	HGNC:6145	15247268
PLG	HGNC:9071	secreted	ITGB1	HGNC:6153	15247268
PLG	HGNC:9071	secreted	PLGRKT	HGNC:23633	19897580
PLTP	HGNC:9093	secreted	ABCA1	HGNC:29	14559902
PMCH	HGNC:9109	secreted	MCHR1	HGNC:4479	"10421368, 10421367, 11375253, 11478907, 11839762"
PMCH	HGNC:9109	secreted	MCHR2	HGNC:20867	"10471841, 11404457, 11416225, 11404457, 11274220, 11478907, 11839762"
PNOC	HGNC:9163	secreted	OPRL1	HGNC:8155	"7481766, 12967935, 8849681, 10369464, 12070757, 22827708, 10692489, 11097863"
